species,date,year,time.of.obs,start.time,start.time.2,total.obs.mins,obs.hours,day.total,count.p.hour,wind.dir.speed,wind.direction,visibility,visibility.score,principle.observer,,,,,,,,,
GADW,11/8/23,2023,05:40-08:40,5:40,,180,3,0,0,NW 6-12,NW,8,3,ND,,,,,,,,,
GBHE,11/8/23,2023,05:40-08:40,5:40,,180,3,0,0,NW 6-12,NW,8,3,ND,,,,,,,,,
GRCO,11/8/23,2023,05:40-08:40,5:40,,180,3,1,0.333333333,NW 6-12,NW,8,3,ND,,,,,,,,,
GRSC,11/8/23,2023,05:40-08:40,5:40,,180,3,0,0,NW 6-12,NW,8,3,ND,,,,,,,,,
GWTE,11/8/23,2023,05:40-08:40,5:40,,180,3,0,0,NW 6-12,NW,8,3,ND,,,,,,,,,
Gull Sp.,11/8/23,2023,05:40-08:40,5:40,,180,3,0,0,NW 6-12,NW,8,3,ND,,,,,,,,,
HADU,11/8/23,2023,05:40-08:40,5:40,,180,3,0,0,NW 6-12,NW,8,3,ND,,,,,,,,,
HOGR,11/8/23,2023,05:40-08:40,5:40,,180,3,0,0,NW 6-12,NW,8,3,ND,,,,,,,,,
HOME,11/8/23,2023,05:40-08:40,5:40,,180,3,0,0,NW 6-12,NW,8,3,ND,,,,,,,,,
ICGU,11/8/23,2023,05:40-08:40,5:40,,180,3,0,0,NW 6-12,NW,8,3,ND,,,,,,,,,
ICGU/GLGU,11/8/23,2023,05:40-08:40,5:40,,180,3,0,0,NW 6-12,NW,8,3,ND,,,,,,,,,
Jaeger sp.,11/8/23,2023,05:40-08:40,5:40,,180,3,0,0,NW 6-12,NW,8,3,ND,,,,,,,,,
LAGU,11/8/23,2023,05:40-08:40,5:40,,180,3,0,0,NW 6-12,NW,8,3,ND,,,,,,,,,
LBBG,11/8/23,2023,05:40-08:40,5:40,,180,3,0,0,NW 6-12,NW,8,3,ND,,,,,,,,,
LESC,11/8/23,2023,05:40-08:40,5:40,,180,3,0,0,NW 6-12,NW,8,3,ND,,,,,,,,,
LTDU,11/8/23,2023,05:40-08:40,5:40,,180,3,53,17.66666667,NW 6-12,NW,8,3,ND,,,,,,,,,
LTJA,11/8/23,2023,05:40-08:40,5:40,,180,3,0,0,NW 6-12,NW,8,3,ND,,,,,,,,,
Loon sp.,11/8/23,2023,05:40-08:40,5:40,,180,3,0,0,NW 6-12,NW,8,3,ND,,,,,,,,,
MALL,11/8/23,2023,05:40-08:40,5:40,,180,3,0,0,NW 6-12,NW,8,3,ND,,,,,,,,,
MALLxABDU,11/8/23,2023,05:40-08:40,5:40,,180,3,0,0,NW 6-12,NW,8,3,ND,,,,,,,,,
MERL,11/8/23,2023,05:40-08:40,5:40,,180,3,0,0,NW 6-12,NW,8,3,ND,,,,,,,,,
NOGA,11/8/23,2023,05:40-08:40,5:40,,180,3,33,11,NW 6-12,NW,8,3,ND,,,,,,,,,
NOHA,11/8/23,2023,05:40-08:40,5:40,,180,3,0,0,NW 6-12,NW,8,3,ND,,,,,,,,,
NOPI,11/8/23,2023,05:40-08:40,5:40,,180,3,0,0,NW 6-12,NW,8,3,ND,,,,,,,,,
OSPR,11/8/23,2023,05:40-08:40,5:40,,180,3,0,0,NW 6-12,NW,8,3,ND,,,,,,,,,
PAJA,11/8/23,2023,05:40-08:40,5:40,,180,3,0,0,NW 6-12,NW,8,3,ND,,,,,,,,,
PALO,11/8/23,2023,05:40-08:40,5:40,,180,3,0,0,NW 6-12,NW,8,3,ND,,,,,,,,,
PEFA,11/8/23,2023,05:40-08:40,5:40,,180,3,0,0,NW 6-12,NW,8,3,ND,,,,,,,,,
POJA,11/8/23,2023,05:40-08:40,5:40,,180,3,0,0,NW 6-12,NW,8,3,ND,,,,,,,,,
PUSA,11/8/23,2023,05:40-08:40,5:40,,180,3,0,0,NW 6-12,NW,8,3,ND,,,,,,,,,
Peep sp.,11/8/23,2023,05:40-08:40,5:40,,180,3,0,0,NW 6-12,NW,8,3,ND,,,,,,,,,
RAZO,11/8/23,2023,05:40-08:40,5:40,,180,3,0,0,NW 6-12,NW,8,3,ND,,,,,,,,,
RBGU,11/8/23,2023,05:40-08:40,5:40,,180,3,67,22.33333333,NW 6-12,NW,8,3,ND,,,,,,,,,
RBME,11/8/23,2023,05:40-08:40,5:40,,180,3,22,7.333333333,NW 6-12,NW,8,3,ND,,,,,,,,,
RNDU,11/8/23,2023,05:40-08:40,5:40,,180,3,0,0,NW 6-12,NW,8,3,ND,,,,,,,,,
RNGR,11/8/23,2023,05:40-08:40,5:40,,180,3,1,0.333333333,NW 6-12,NW,8,3,ND,,,,,,,,,
RTLO,11/8/23,2023,05:40-08:40,5:40,,180,3,18,6,NW 6-12,NW,8,3,ND,,,,,,,,,
SAND,11/8/23,2023,05:40-08:40,5:40,,180,3,0,0,NW 6-12,NW,8,3,ND,,,,,,,,,
SEPL,11/8/23,2023,05:40-08:40,5:40,,180,3,0,0,NW 6-12,NW,8,3,ND,,,,,,,,,
SSHA,11/8/23,2023,05:40-08:40,5:40,,180,3,0,0,NW 6-12,NW,8,3,ND,,,,,,,,,
SUSC,11/8/23,2023,05:40-08:40,5:40,,180,3,6,2,NW 6-12,NW,8,3,ND,,,,,,,,,
Scaup sp.,11/8/23,2023,05:40-08:40,5:40,,180,3,0,0,NW 6-12,NW,8,3,ND,,,,,,,,,
Scoter sp.,11/8/23,2023,05:40-08:40,5:40,,180,3,21,7,NW 6-12,NW,8,3,ND,,,,,,,,,
Shorebird sp.,11/8/23,2023,05:40-08:40,5:40,,180,3,0,0,NW 6-12,NW,8,3,ND,,,,,,,,,
TBMU,11/8/23,2023,05:40-08:40,5:40,,180,3,1,0.333333333,NW 6-12,NW,8,3,ND,,,,,,,,,
WHIM,11/8/23,2023,05:40-08:40,5:40,,180,3,0,0,NW 6-12,NW,8,3,ND,,,,,,,,,
WODU,11/8/23,2023,05:40-08:40,5:40,,180,3,0,0,NW 6-12,NW,8,3,ND,,,,,,,,,
WRSA,11/8/23,2023,05:40-08:40,5:40,,180,3,0,0,NW 6-12,NW,8,3,ND,,,,,,,,,
WWSC,11/8/23,2023,05:40-08:40,5:40,,180,3,8,2.666666667,NW 6-12,NW,8,3,ND,,,,,,,,,
ABDU,11/9/23,2023,05:40-09:55,5:40,,255,4.25,35,8.235294118,N 1-6,N,8,3,ND,,,,,,,,,
AGOS,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
AGPL,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
AMKE,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
AMWI,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
AMWO,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
Alcid sp.,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
BAEA,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
BASA,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
BBPL,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
BLGU,11/9/23,2023,05:40-09:55,5:40,,255,4.25,3,0.705882353,N 1-6,N,8,3,ND,,,,,,,,,
BLKI,11/9/23,2023,05:40-09:55,5:40,,255,4.25,4,0.941176471,N 1-6,N,8,3,ND,,,,,,,,,
BLSC,11/9/23,2023,05:40-09:55,5:40,,255,4.25,23,5.411764706,N 1-6,N,8,3,ND,,,,,,,,,
BOGU,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
BRAN,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
BUFF,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
BWTE,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
Bird sp.,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
CACG,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
CACG/CANG,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
CANG,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
CATE,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
COEI,11/9/23,2023,05:40-09:55,5:40,,255,4.25,202,47.52941176,N 1-6,N,8,3,ND,,,,,,,,,
COGO,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
COLO,11/9/23,2023,05:40-09:55,5:40,,255,4.25,20,4.705882353,N 1-6,N,8,3,ND,,,,,,,,,
COME,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
COMU,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
COTE,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
Cormorant sp.,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
DCCO,11/9/23,2023,05:40-09:55,5:40,,255,4.25,376,88.47058824,N 1-6,N,8,3,ND,,,,,,,,,
DOVE,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
DUNL,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
Duck sp.,11/9/23,2023,05:40-09:55,5:40,,255,4.25,9,2.117647059,N 1-6,N,8,3,ND,,,,,,,,,
GADW,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
GBHE,11/9/23,2023,05:40-09:55,5:40,,255,4.25,1,0.235294118,N 1-6,N,8,3,ND,,,,,,,,,
GRCO,11/9/23,2023,05:40-09:55,5:40,,255,4.25,5,1.176470588,N 1-6,N,8,3,ND,,,,,,,,,
GRSC,11/9/23,2023,05:40-09:55,5:40,,255,4.25,3,0.705882353,N 1-6,N,8,3,ND,,,,,,,,,
GWTE,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
Gull Sp.,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
HADU,11/9/23,2023,05:40-09:55,5:40,,255,4.25,1,0.235294118,N 1-6,N,8,3,ND,,,,,,,,,
HOGR,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
HOME,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
ICGU,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
ICGU/GLGU,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
Jaeger sp.,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
LAGU,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
LBBG,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
LESC,11/9/23,2023,05:40-09:55,5:40,,255,4.25,1,0.235294118,N 1-6,N,8,3,ND,,,,,,,,,
LTDU,11/9/23,2023,05:40-09:55,5:40,,255,4.25,268,63.05882353,N 1-6,N,8,3,ND,,,,,,,,,
LTJA,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
Loon sp.,11/9/23,2023,05:40-09:55,5:40,,255,4.25,1,0.235294118,N 1-6,N,8,3,ND,,,,,,,,,
MALL,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
MALLxABDU,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
MERL,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
NOGA,11/9/23,2023,05:40-09:55,5:40,,255,4.25,7,1.647058824,N 1-6,N,8,3,ND,,,,,,,,,
NOHA,11/9/23,2023,05:40-09:55,5:40,,255,4.25,2,0.470588235,N 1-6,N,8,3,ND,,,,,,,,,
NOPI,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
OSPR,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
PAJA,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
PALO,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
PEFA,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
POJA,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
PUSA,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
Peep sp.,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
RAZO,11/9/23,2023,05:40-09:55,5:40,,255,4.25,1,0.235294118,N 1-6,N,8,3,ND,,,,,,,,,
RBGU,11/9/23,2023,05:40-09:55,5:40,,255,4.25,6,1.411764706,N 1-6,N,8,3,ND,,,,,,,,,
RBME,11/9/23,2023,05:40-09:55,5:40,,255,4.25,59,13.88235294,N 1-6,N,8,3,ND,,,,,,,,,
RNDU,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
RNGR,11/9/23,2023,05:40-09:55,5:40,,255,4.25,2,0.470588235,N 1-6,N,8,3,ND,,,,,,,,,
RTLO,11/9/23,2023,05:40-09:55,5:40,,255,4.25,27,6.352941176,N 1-6,N,8,3,ND,,,,,,,,,
SAND,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
SEPL,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
SSHA,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
SUSC,11/9/23,2023,05:40-09:55,5:40,,255,4.25,9,2.117647059,N 1-6,N,8,3,ND,,,,,,,,,
Scaup sp.,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
Scoter sp.,11/9/23,2023,05:40-09:55,5:40,,255,4.25,7,1.647058824,N 1-6,N,8,3,ND,,,,,,,,,
Shorebird sp.,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
TBMU,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
WHIM,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
WODU,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
WRSA,11/9/23,2023,05:40-09:55,5:40,,255,4.25,0,0,N 1-6,N,8,3,ND,,,,,,,,,
WWSC,11/9/23,2023,05:40-09:55,5:40,,255,4.25,12,2.823529412,N 1-6,N,8,3,ND,,,,,,,,,
ABDU,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,1,0.164383562,W 5-12,W,10,4,ND,,,,,,,,,
AGOS,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
AGPL,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
AMKE,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
AMWI,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
AMWO,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
Alcid sp.,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
BAEA,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
BASA,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
BBPL,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
BLGU,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,13,2.136986301,W 5-12,W,10,4,ND,,,,,,,,,
BLKI,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,12,1.97260274,W 5-12,W,10,4,ND,,,,,,,,,
BLSC,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,33,5.424657534,W 5-12,W,10,4,ND,,,,,,,,,
BOGU,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,3,0.493150685,W 5-12,W,10,4,ND,,,,,,,,,
BRAN,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
BUFF,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
BWTE,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
Bird sp.,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
CACG,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
CACG/CANG,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
CANG,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,57,9.369863014,W 5-12,W,10,4,ND,,,,,,,,,
CATE,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
COEI,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,387,63.61643836,W 5-12,W,10,4,ND,,,,,,,,,
COGO,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
COLO,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,225,36.98630137,W 5-12,W,10,4,ND,,,,,,,,,
COME,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
COMU,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
COTE,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
Cormorant sp.,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
DCCO,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,1048,172.2739726,W 5-12,W,10,4,ND,,,,,,,,,
DOVE,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
DUNL,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
Duck sp.,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,28,4.602739726,W 5-12,W,10,4,ND,,,,,,,,,
GADW,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
GBHE,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
GRCO,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,3,0.493150685,W 5-12,W,10,4,ND,,,,,,,,,
GRSC,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,1,0.164383562,W 5-12,W,10,4,ND,,,,,,,,,
GWTE,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
Gull Sp.,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
HADU,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,5,0.821917808,W 5-12,W,10,4,ND,,,,,,,,,
HOGR,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
HOME,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
ICGU,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,1,0.164383562,W 5-12,W,10,4,ND,,,,,,,,,
ICGU/GLGU,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
Jaeger sp.,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
LAGU,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
LBBG,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
LESC,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
LTDU,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,156,25.64383562,W 5-12,W,10,4,ND,,,,,,,,,
LTJA,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
Loon sp.,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,2,0.328767123,W 5-12,W,10,4,ND,,,,,,,,,
MALL,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
MALLxABDU,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
MERL,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
NOGA,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,676,111.1232877,W 5-12,W,10,4,ND,,,,,,,,,
NOHA,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,1,0.164383562,W 5-12,W,10,4,ND,,,,,,,,,
NOPI,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
OSPR,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
PAJA,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,1,0.164383562,W 5-12,W,10,4,ND,,,,,,,,,
PALO,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
PEFA,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
POJA,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
PUSA,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
Peep sp.,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
RAZO,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,4,0.657534247,W 5-12,W,10,4,ND,,,,,,,,,
RBGU,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,28,4.602739726,W 5-12,W,10,4,ND,,,,,,,,,
RBME,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,63,10.35616438,W 5-12,W,10,4,ND,,,,,,,,,
RNDU,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
RNGR,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,2,0.328767123,W 5-12,W,10,4,ND,,,,,,,,,
RTLO,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,225,36.98630137,W 5-12,W,10,4,ND,,,,,,,,,
SAND,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
SEPL,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
SSHA,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
SUSC,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,18,2.95890411,W 5-12,W,10,4,ND,,,,,,,,,
Scaup sp.,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
Scoter sp.,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,14,2.301369863,W 5-12,W,10,4,ND,,,,,,,,,
Shorebird sp.,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
TBMU,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
WHIM,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
WODU,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
WRSA,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,0,0,W 5-12,W,10,4,ND,,,,,,,,,
WWSC,11/10/23,2023,05:40-11:45,5:40,,365,6.083333333,35,5.753424658,W 5-12,W,10,4,ND,,,,,,,,,
ABDU,11/11/23,2023,5:45 - 10:00,5:45,,195,3.25,1,0.307692308,WNW 15-25,WNW,8,3,SB,,,,,,,,,
AGOS,11/11/23,2023,5:45 - 10:00,5:45,,195,3.25,0,0,WNW 15-25,WNW,8,3,SB,,,,,,,,,
AGPL,11/11/23,2023,5:45 - 10:00,5:45,,195,3.25,0,0,WNW 15-25,WNW,8,3,SB,,,,,,,,,
AMKE,11/11/23,2023,5:45 - 10:00,5:45,,195,3.25,0,0,WNW 15-25,WNW,8,3,SB,,,,,,,,,
AMWI,11/11/23,2023,5:45 - 10:00,5:45,,195,3.25,0,0,WNW 15-25,WNW,8,3,SB,,,,,,,,,
AMWO,11/11/23,2023,5:45 - 10:00,5:45,,195,3.25,0,0,WNW 15-25,WNW,8,3,SB,,,,,,,,,
